title,year,doi,tags,phase,screening_status,excl_reasons
Site-Specific Seeding For Maize Production Using Management Zone Maps Delineated With Multi-Sensors Data Fusion Scheme,2022,10.1016/j.still.2022.105377,{},sample 1000,excluded,"{""Data is not valued""}"
Estimation Of Ramie Physicochemical Property Based On Uav Multi-Spectral Remote Sensing And Machine Learning,NA,10.6041/j.issn.1000-1298.2023.05.019,{},classifier round 2b,excluded,{Validation/calibration}
Using Morphometric Analysis For Assessment Of Flash Flood Susceptibility In The Mediterranean Region Of Turkey,2023,10.1007/s10661-023-11201-0,{},sample 1000,excluded,"{""Data is not valued""}"
Mapping Provisioning Ecosystem Services At The Local Scale Using Data Of Varying Spatial And Temporal Resolution,NA,10.1016/j.ecoser.2013.04.001,{},classifier round 2b,excluded,"{""Data is not valued""}"
Earth observation from space – The issue of environmental sustainability,2013,https://doi.org/10.1016/j.spacepol.2013.07.003,{},soc ben repo,excluded,"{""Data is not valued""}"
Assessing Groundwater Depletion And Dynamics Using Grace And Insar: Potential And Limitations,NA,10.1111/gwat.12453,{},classifier round 2b,excluded,"{""Review or opinion""}"
Recent Advances In Multi-And Hyperspectral Image Analysis,NA,10.3390/s21186002,{},classifier round 2b,excluded,"{""Data is not valued""}"
The Surveillance Outbreak Response Management And Analysis System (Sormas): Digital Health Global Goods Maturity Assessment,NA,10.2196/15860,{},classifier round 2a,excluded,"{""ESI data not used""}"
Clustering Chlorophyll-A Satellite Data Using Quantiles,NA,10.1214/16-aoas923,{},classifier round 2b,excluded,"{""Data is not valued""}"
Sail: A Scalable Wind Turbine Fault Diagnosis Platform: A Case Study On Gearbox Fault Diagnosis,NA,10.1007/978-3-319-98056-0_5,{},classifier round 2b,excluded,"{""ESI data not used""}"
Pyeo: A Python Package For Near-Real-Time Forest Cover Change Detection From Earth Observation Using Machine Learning,2022,10.1016/j.cageo.2022.105192,{},classifier excl sample,excluded,"{""Data is not valued""}"
Global Path Planning Of Unmanned Vehicle Based On Fusion Of A* Algorithm And Voronoi Field,NA,10.1108/jicv-01-2022-0001,{},classifier round 2,excluded,"{""Data is not valued""}"
Plant Life In Campo Rupestre: New Lessons From An Ancient Biodiversity Hotspot,2018,10.1016/j.flora.2017.12.001,"{""special issue intro""}",sample 1000,excluded,"{""Review or opinion""}"
"Random Forest Regression Model For Estimation Of The Growing Stock Volumes In Georgia, Usa, Using Dense Landsat Time Series And Fia Dataset",2021,10.3390/rs13020218,{},sample 1000,excluded,"{""Data is not valued""}"
Linking Critical Zone With Watershed Science: The Example Of The Heihe River Basin,2022,10.1029/2022ef002966,{},classifier round 1,excluded,"{""Data is not valued""}"
"Flood Mapping Tools For Disaster Preparedness And Emergency Response Using Satellite Data And Hydrodynamic Models: A Case Study Of Bagmathi Basin, India",NA,10.1007/s40010-017-0461-7,{},classifier round 2,excluded,{Validation/calibration}
The Value Of Geriatric Care Enhancement Training For Direct Service Workers,NA,10.1300/j021v28n02_08,{},classifier round 2b,excluded,"{""ESI data not used""}"
The Social And Economic Impacts Of Moderate And Severe Space Weather,NA,10.1016/b978-0-12-812700-1.00029-7,{},classifier round 2b,excluded,"{""ESI data not used""}"
Weather satellites and the economic value of forecasts: evidence from the electric power industry,2004,https://doi.org/10.1016/j.actaastro.2004.05.015,"{""space weather""}",soc ben repo,excluded,"{""No societal value context""}"
"Communicating About Screening, Brief Intervention, And Referral To Treatment: Messaging Strategies To Raise Awareness And Promote Voluntary Adoption And Implementation Among New York School-Based Health Center Providers",NA,10.1080/08897077.2016.1175400,{},classifier round 2b,excluded,"{""ESI data not used""}"
Control Of Cattle Ticks And Tick- Borne Diseases By Acaricide In Southern Province Of Zambia: A Retrospective Evaluation Of Animal Health Measures According To Current One Health Concepts,NA,10.3389/fpubh.2018.00045,{},classifier round 2a,excluded,"{""ESI data not used""}"
Integrating Fuzzy Object Based Image Analysis And Ant Colony Optimization For Road Extraction From Remotely Sensed Images,NA,10.1016/j.isprsjprs.2017.11.014,{},classifier round 2a,excluded,{Validation/calibration}
"Icesat-2 Atmospheric Channel Description, Data Processing And First Results",2021,10.1029/2020ea001470,{},classifier round 2b,excluded,{Validation/calibration}
The Drawing Of A National Blue Product Space And Its Evolution,2020,10.1016/j.marpol.2019.103773,{},sample 1000,excluded,"{""ESI data not used""}"
Implications Of Changing Urban Land Use On The Livelihoods Of Local People In Northwestern Bangladesh,2023,10.3390/su151511769,{},sample 1000,excluded,"{""Data is not valued""}"
Assessing The Reforestation Effects Of Plantation Plots In The Thai Savanna Based On 45 Cm Resolution True-Color Images And Machine Learning,2020,10.1088/1748-9326/abcfe3,{},classifier round 2b,excluded,{Validation/calibration}
Lightweight Encryption Assisted Man-In-The-Middle Attack-Resilient Steganography Model For Secure Satellite Imagery Services: Lemars,NA,10.3233/jifs-223329,{},classifier round 2a,excluded,"{""ESI data not used""}"
Monitoring The Production Of Central California Coastal Rangelands Using Satellite Remote Sensing,2014,10.1007/s11852-014-0308-1,{},sample 1000,excluded,"{""Data is not valued""}"
Fine Identification And Biomass Estimation Of Mangroves Based On Uav Multispectral And Lidar,2022,10.11834/jrs.20221484,{},classifier round 1,excluded,"{""Data is not valued""}"
Research Challenges For Cultural Ecosystem Services And Public Health In (Peri-)Urban Environments,2019,10.1016/j.scitotenv.2018.09.030,{cco},early,excluded,"{""ESI data not used""}"
Forests And Trees: A Public Health Perspective,2019,10.3917/spub.190.0241,{},sample 1000,excluded,"{""ESI data not used""}"
Flood Monitoring In Vegetated Areas Using Multitemporal Sentinel-1 Data: Impact Of Time Series Features,NA,10.3390/w11091938,{},classifier round 2b,excluded,{Validation/calibration}
Combining Satellite-Derived Pm2.5 Data And A Reduced-Form Air Quality Model To Support Air Quality Analysis In Us Cities,NA,10.1029/2023gh000788,{},classifier round 2,excluded,{Validation/calibration}
Observability Of Ionospheric Space-Time Structure With Isr: A Simulation Study,NA,10.1002/2016rs006182,{},classifier round 2b,excluded,"{""ESI data not used"",""Data is not valued""}"
Errors In River Lengths Derived From Raster Digital Elevation Models,NA,10.1016/j.cageo.2007.10.009,{},classifier round 2b,excluded,{Validation/calibration}
Global Multi-Scale Optimization And Prediction Head Attentional Siamese Network For Aerial Tracking,NA,10.3390/sym15091629,{},classifier round 2b,excluded,"{""Data is not valued"",Validation/calibration}"
Efficientunet+: A Building Extraction Method For Emergency Shelters Based On Deep Learning,NA,10.3390/rs14092207,{},classifier round 2b,excluded,{Validation/calibration}
Performance Analysis Of Low-Cost Gnss Stations For Structural Health Monitoring Of Civil Engineering Structures,NA,10.1080/15732479.2020.1849320,{},classifier round 2b,excluded,"{""ESI data not used""}"
Classification Of Dune Vegetation From Remotely Sensed Hyperspectral Images,NA,10.1007/978-3-540-30126-4_61,{},classifier round 2b,excluded,{Validation/calibration}
"""How Do You Try To Have Anyone Comply Or At Least Be Pliable With You If That Person's Not Even Medicated?"": Perspectives On The Use Of Psychiatric Medication Within Recovery-Oriented Practice",NA,10.1037/prj0000493,{},classifier round 2b,excluded,"{""ESI data not used""}"
Dynamic Range And Sensitivity Requirements Of Satellite Ocean Color Sensors: Learning From The Past,NA,10.1364/ao.51.006045,{},classifier round 2b,excluded,"{""Data is not valued""}"
Spatial Prediction Of Brushtail Possum (Trichosurus Vulpecula) Distribution Using A Combination Of Remotely Sensed And Field-Observed Environmental Data,2013,10.1071/wr13028,{},sample 1000,excluded,"{""Data is not valued""}"
Spatial And Temporal Evolution Of Carbon Stocks In Dongting Lake Wetlands Based On Remote Sensing Data,2022,10.1080/10106049.2022.2093412,{},sample 1000,excluded,"{""Data is not valued""}"
Overlap Between Highly Suitable Habitats And Longline Gear Management Areas Reveals Vulnerable And Protected Regions For Highly Migratory Sharks,2018,10.3354/meps12671,{},classifier excl sample,excluded,"{""Data is not valued""}"
Spatial Distribution Of Natural Hazards And Their Proximity To Heritage Sites: Case Of The United Arab Emirates,2022,10.1016/j.ijdrr.2022.102827,{},classifier excl sample,excluded,"{""Data is not valued""}"
The benefits and challenges of having an open and free basis satellite data sharing platform in Turkey: Gezgin,2016,doi:10.5194/isprsarchives-XLI-B8-1341-2016,{},soc ben repo,excluded,"{""Data is not valued""}"
"Evaluating Observed Versus Predicted Forest Biomass: R-Squared, Index Of Agreement Or Maximal Information Coefficient?",NA,10.1080/22797254.2019.1605624,{},classifier round 2b,excluded,"{""Data is not valued""}"
"Geosynchronous Synthetic Aperture Radar: Concept Design, Properties And Possible Applications",NA,10.1016/j.actaastro.2006.02.005,{},classifier round 2b,excluded,"{""Data is not valued""}"
Inverting Wheat Leaf Area Index Based On Hj-Ccd Remote Sensing Data And Random Forest Algorithm,NA,10.11975/j.issn.1002-6819.2016.03.021,{},classifier round 2b,excluded,{Validation/calibration}
"Landscape Evolution And It's Impact Of Ecosystem Service Value Of The Wuhan City, China",2021,10.3390/ijerph182413015,{},classifier excl sample,excluded,"{""Data is not valued""}"
Calculation Of Area Target Evapotranspiration In Yellow River Basin And Evaluation Of Water Resource Allocation,2014,10.3969/j.issn.1002-6819.2014.23.014,{},sample 1000,excluded,"{""Data is not valued""}"
Cooperative Application Layer Joint Video Coding In The Internet Of Remote Things,NA,10.1109/jiot.2016.2610103,{},classifier round 2b,excluded,"{""ESI data not used""}"
Designing An Efficient Emergency Response Airborne Mapping System With Multiple Sensors,NA,10.1155/2021/3228291,{},classifier round 2b,excluded,{Validation/calibration}
Mapping Prospects For Artificial Groundwater Recharge Utilizing Remote Sensing And Gis Methods,2023,10.3390/w15223904,{},sample 1000,excluded,"{""Data is not valued""}"
Technical Note: Use Of Avhrr Imagery In Arctic Marine Mammal Research,NA,10.1080/01431169208904033,{interesting},classifier round 2a,excluded,"{""Review or opinion""}"
"Baseline Health Indicators Of Eastern Pacific Green Turtles (Chelonia Mydas) From Baja California Sur, Mexico",2018,10.1007/s00580-018-2740-3,{},sample 1000,excluded,"{""ESI data not used""}"
An Integrated Framework For Echain Bank Accounting Systems,NA,10.1108/02635570510590129,{},classifier round 2b,excluded,"{""ESI data not used""}"
Extracting Soil Moisture From Fengyun Satellite Images Using A Convolutional Neural Network,2020,10.11834/jig.190406,{calibration},sample 1000,excluded,"{""Data is not valued""}"
Data Science Applied to Sustainability Analysis,2021,https://doi.org/10.1016/C2018-0-02415-9,{},soc ben repo,excluded,"{""Data is not valued""}"
Data Stewardship: How Noaa Delivers Environmental Information For Today And Tomorrow,NA,10.4031/mtsj.49.2.11,"{""NGDC is valued""}",classifier round 2b,excluded,"{""Data is not valued""}"
Remote Sensing Of Surface Visibility From Space: A Look At The United States East Coast,NA,10.1016/j.atmosenv.2013.08.050,{},classifier round 2b,excluded,{Validation/calibration}
"Empowerment Of Patients With Hypertension Through Bpm, Iot And Remote Sensing",NA,10.3390/s17102273,{},classifier round 2b,excluded,"{""ESI data not used""}"
Integrating Service User And Practitioner Expertise Within A Web-Based System For Collaborative Mental-Health Risk And Safety Management,NA,10.1016/j.pec.2015.08.018,{},classifier round 2b,excluded,"{""ESI data not used""}"
"Rs \& Gis-Based Landslide Susceptibility Mapping Of The Balason River Basin, Darjeeling Himalaya, Using Logistic Regression (Lr) Model",2018,10.1080/17499518.2017.1347949,{calibration},sample 1000,excluded,"{""Data is not valued""}"
The socioeconomic value of climate and weather forecasting: a review,1989,https://www.isws.illinois.edu/pubdoc/MP/ISWSMP-112.pdf,{},soc ben repo,excluded,"{""Valued data is not ESI"",""Review or opinion""}"
Anomaly Detection And Identification In Satellite Telemetry Data Based On Pseudo-Period,NA,10.3390/app10010103,{},classifier round 2b,excluded,"{""ESI data not used"",Validation/calibration}"
Enhancing The Farm Bill's Conservation Potential Through Land Prioritization,2009,10.2193/2008-315,{},sample 1000,excluded,"{""ESI data not used"",""Data is not valued""}"
Guiding Decisions On The Future Of Dams: A Gis Database Characterizing Ecological And Social Considerations Of Dam Decisions,2024,10.1016/j.jenvman.2023.119683,"{""interesting framework"",""no rs?""}",sample 1000,excluded,"{""Data is not valued""}"
The Value of a Long-Range Weather Forecast for the West African Sahel,1977,https://www.jstor.org/stable/26218055,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
Optimization Of Vehicle Automatic Navigation Path Based On Remote Sensing And Gis,2022,10.1016/j.ijleo.2022.169952,{},sample 1000,excluded,"{""No societal value context"",""Data is not valued""}"
Harvester Evaluation Using Real-Time Kinematic Gnss And Hiring Service Model,NA,10.3390/agriengineering3020024,"{""GNSS not ESI""}",classifier round 2b,excluded,"{""ESI data not used""}"
Leaf Area Index Estimates Using Remotely Sensed Data And Brdf Models In A Semiarid Region,NA,10.1016/s0034-4257(99)00113-3,{},classifier round 2b,excluded,{Validation/calibration}
Cost-Effectiveness Of Emissions Reduction Through Vehicle Repair Compared To Cng Conversion,1996,10.1080/10473289.1996.10467534,{},sample 1000,excluded,"{""ESI data not used""}"
A Framework For Assessment Of Flood Conditions Using Hydrological And Hydrodynamic Modeling Approach,NA,10.3390/w15071371,"{""model not data""}",classifier round 1,excluded,"{""ESI data not used"",""Data is not valued""}"
Reliable Design Of Urban Surface-Underground Integrated Logistics System Network With Stochastic Demand And Social-Environmental Concern,NA,10.1016/j.cie.2023.109331,{},classifier round 2b,excluded,"{""ESI data not used""}"
"Place-Based Landscape Services And Potential Of Participatory Spatial Planning In Multifunctional Rural Landscapes In Southern Highlands, Tanzania",2019,10.1007/s10980-019-00847-2,"{interesting,""participatory mapping""}",sample 1000,excluded,"{""ESI data not used"",""Data is not valued""}"
